s_m,v_u9x,v_su7,t_u9x,t_su7,dt_s
6110,151.1,132.6,123.25,124.54,1.85
6120,141.7,123.4,123.52,124.81,1.85
6130,132.2,117.8,123.79,125.12,1.89
6140,122.7,112.2,124.06,125.43,1.93
6150,114.4,107.0,124.34,125.74,1.96
6160,111.1,107.4,124.67,126.08,1.97
6170,107.8,107.7,125.00,126.41,1.97
6180,105.3,108.3,125.33,126.74,1.98
6190,107.3,112.4,125.66,127.06,1.96
6200,109.3,116.5,125.99,127.37,1.94
6210,111.9,120.6,126.32,127.69,1.93
6220,118.7,124.3,126.61,127.97,1.92
6230,125.5,128.0,126.91,128.26,1.91
6240,132.2,131.6,127.20,128.54,1.90
6250,137.2,135.7,127.47,128.81,1.90
6260,141.5,140.5,127.72,129.06,1.90
6270,145.8,145.2,127.97,129.31,1.90
6280,150.0,150.0,128.22,129.56,1.90
6290,155.0,154.2,128.45,129.80,1.91
6300,160.1,157.6,128.67,130.03,1.91
6310,165.2,161.0,128.90,130.25,1.92
6320,170.2,164.3,129.12,130.48,1.92
6330,172.7,167.7,129.34,130.70,1.92
6340,167.9,160.6,129.56,130.94,1.94
6350,163.0,152.5,129.78,131.18,1.96
6360,158.1,144.4,130.00,131.41,1.97
6370,153.3,136.3,130.22,131.65,1.99
6380,145.8,128.0,130.47,131.93,2.02
6390,137.3,119.6,130.74,132.23,2.06
6400,128.8,111.2,131.00,132.53,2.09
6410,120.4,104.3,131.27,132.86,2.15
6420,111.6,100.0,131.60,133.22,2.18
6430,102.9,95.7,131.94,133.58,2.20
6440,94.1,93.5,132.28,133.95,2.24
6450,92.8,92.8,132.66,134.34,2.24
6460,91.7,92.1,133.05,134.73,2.23
6470,92.1,98.2,133.44,135.09,2.21
6480,94.8,104.3,133.82,135.44,2.18
6490,97.4,110.5,134.20,135.79,2.15
6500,104.7,117.1,134.54,136.09,2.11
6510,113.1,123.7,134.86,136.39,2.09
6520,121.5,130.3,135.19,136.69,2.06
6530,129.5,137.6,135.46,136.94,2.04
6540,137.3,145.0,135.72,137.19,2.03
6550,145.0,152.4,135.98,137.43,2.01
6560,152.8,159.8,136.24,137.68,2.00
6570,158.7,163.7,136.46,137.90,2.00
6580,164.4,166.9,136.68,138.11,2.00
6590,170.0,170.1,136.89,138.33,1.99
6600,175.6,173.3,137.11,138.54,1.99
6610,179.5,175.4,137.32,138.75,1.99
6620,177.0,171.5,137.53,138.97,2.00
6630,174.5,167.6,137.74,139.19,2.01
6640,172.0,163.7,137.94,139.40,2.02
6650,169.6,159.9,138.15,139.62,2.03
6660,166.6,157.4,138.36,139.84,2.04
6670,162.7,156.2,138.59,140.07,2.04
6680,158.9,155.1,138.82,140.30,2.05
6690,155.1,153.9,139.04,140.54,2.05
6700,151.2,153.4,139.27,140.77,2.06
6710,152.3,155.2,139.50,141.00,2.05
6720,153.7,157.0,139.73,141.22,2.05
6730,155.1,158.9,139.97,141.45,2.05
6740,156.5,160.7,140.20,141.68,2.04
6750,158.3,164.5,140.43,141.90,2.03
6760,160.3,168.8,140.65,142.11,2.02
6770,162.3,173.0,140.87,142.32,2.00
6780,164.4,177.2,141.10,142.53,1.99
6790,166.6,180.9,141.32,142.74,1.98
6800,169.9,179.7,141.52,142.94,1.98
6810,173.2,178.5,141.73,143.14,1.97
6820,176.5,177.2,141.94,143.35,1.97
6830,179.8,176.0,142.14,143.55,1.96
6840,180.9,174.4,142.35,143.75,1.96
6850,177.5,170.0,142.56,143.97,1.97
6860,174.2,165.6,142.77,144.19,1.98
6870,170.9,161.3,142.97,144.41,1.99
6880,167.6,156.9,143.18,144.62,2.01
6890,163.4,153.4,143.40,144.86,2.02
6900,158.3,150.5,143.63,145.10,2.03
6910,153.2,147.6,143.86,145.34,2.04
6920,148.0,144.7,144.10,145.58,2.04
6930,144.1,142.7,144.33,145.83,2.06
6940,144.3,141.9,144.58,146.08,2.06
6950,144.6,141.1,144.83,146.34,2.07
6960,144.8,140.4,145.08,146.59,2.07
6970,145.1,141.1,145.33,146.84,2.08
6980,145.9,143.3,145.57,147.09,2.08
6990,146.6,145.6,145.82,147.34,2.08
7000,147.4,147.8,146.06,147.59,2.09
7010,148.2,150.5,146.31,147.83,2.08
7020,149.6,153.8,146.55,148.06,2.07
7030,151.0,157.0,146.79,148.29,2.07
7040,152.5,160.2,147.03,148.52,2.06
7050,153.9,163.3,147.26,148.75,2.05
7060,157.3,165.7,147.49,148.96,2.04
7070,160.9,168.0,147.71,149.18,2.03
7080,164.4,170.4,147.93,149.39,2.02
7090,168.0,172.7,148.15,149.61,2.01
7100,171.6,175.6,148.37,149.81,2.01
7110,175.2,178.9,148.57,150.01,2.00
7120,178.8,182.3,148.77,150.21,2.00
7130,182.4,185.6,148.97,150.40,1.99
7140,186.0,189.0,149.17,150.60,1.99
7150,189.4,190.2,149.36,150.80,1.99
7160,192.5,188.3,149.55,150.99,2.00
7170,195.7,186.4,149.73,151.18,2.01
7180,198.8,184.4,149.91,151.38,2.02
7190,201.9,182.5,150.10,151.57,2.03
7200,205.0,179.1,150.28,151.77,2.05
7210,196.6,170.9,150.48,151.99,2.08
7220,188.1,162.7,150.67,152.21,2.10
7230,179.7,154.5,150.87,152.44,2.13
7240,171.3,146.3,151.06,152.66,2.15
7250,162.8,140.8,151.26,152.91,2.21
7260,155.4,136.3,151.50,153.18,2.23
7270,148.0,131.7,151.75,153.44,2.26
7280,140.7,127.2,151.99,153.71,2.28
7290,133.3,121.8,152.24,154.01,2.33
7300,128.9,116.3,152.52,154.32,2.36
7310,125.2,110.8,152.80,154.62,2.38
7320,121.5,103.8,153.09,154.97,2.44
7330,116.6,96.2,153.39,155.33,2.50
7340,109.2,88.5,153.72,155.70,2.53
7350,101.9,81.2,154.06,156.14,2.64
7360,94.7,74.0,154.42,156.59,2.74
7370,87.8,72.4,154.82,157.08,2.81
7380,80.9,72.9,155.23,157.57,2.90
7390,73.0,78.3,155.72,158.03,2.87
7400,65.0,85.8,156.22,158.47,2.81
7410,69.8,93.2,156.73,158.88,2.71
7420,76.4,100.4,157.24,159.24,2.56
7430,89.8,107.6,157.63,159.60,2.53
7440,103.7,112.3,158.00,159.93,2.48
7450,115.2,115.7,158.36,160.24,2.44
7460,119.6,119.1,158.65,160.55,2.45
7470,124.1,123.9,158.95,160.84,2.45
7480,128.5,130.4,159.25,161.11,2.43
7490,133.8,136.9,159.51,161.38,2.43
7500,139.2,143.4,159.77,161.65,2.45
7510,144.7,149.6,160.03,161.89,2.43
7520,150.1,155.8,160.28,162.12,2.40
7530,155.6,161.9,160.50,162.35,2.40
7540,161.2,168.0,160.73,162.57,2.41
7550,166.7,173.7,160.95,162.79,2.40
7560,172.2,178.6,161.17,162.98,2.38
7570,177.2,183.5,161.38,163.18,2.36
7580,181.7,188.4,161.57,163.37,2.37
7590,186.1,193.2,161.76,163.57,2.37
7600,190.5,197.3,161.96,163.76,2.37
7610,195.0,198.5,162.15,163.94,2.35
7620,198.9,199.8,162.34,164.12,2.34
7630,201.9,201.1,162.51,164.30,2.35
7640,204.9,202.3,162.68,164.48,2.36
7650,207.8,203.6,162.86,164.66,2.36
7660,210.8,202.8,163.03,164.84,2.37
7670,213.8,201.0,163.21,165.02,2.37
7680,212.6,199.2,163.38,165.20,2.38
7690,208.6,197.4,163.56,165.38,2.38
7700,204.5,195.6,163.74,165.56,2.39
7710,200.4,193.3,163.91,165.75,2.39
7720,196.4,187.9,164.09,165.95,2.42
7730,192.3,182.5,164.27,166.15,2.44
7740,185.9,177.1,164.47,166.34,2.43
7750,179.4,171.7,164.67,166.54,2.43
7760,172.8,166.0,164.88,166.75,2.43
7770,166.3,157.6,165.08,166.99,2.47
7780,159.7,149.1,165.29,167.23,2.50
7790,153.4,140.7,165.54,167.47,2.50
7800,147.0,132.3,165.78,167.71,2.49
7810,140.6,127.2,166.02,168.00,2.54
7820,134.3,122.3,166.27,168.29,2.58
7830,127.8,117.3,166.56,168.58,2.58
7840,121.4,114.0,166.85,168.89,2.60
7850,115.0,112.0,167.15,169.21,2.63
7860,112.2,110.1,167.45,169.53,2.64
7870,112.5,110.0,167.77,169.86,2.64
7880,112.8,112.2,168.09,170.18,2.64
7890,114.3,114.4,168.41,170.50,2.65
7900,117.3,117.2,168.71,170.81,2.66
7910,120.4,121.3,169.02,171.10,2.64
7920,123.6,125.4,169.32,171.39,2.63
7930,128.3,129.5,169.59,171.69,2.65
7940,133.0,134.1,169.87,171.95,2.64
7950,137.6,138.8,170.14,172.21,2.63
7960,142.0,143.4,170.40,172.47,2.63
7970,146.1,148.0,170.64,172.73,2.65
7980,150.2,147.0,170.88,172.97,2.65
7990,154.4,146.0,171.13,173.22,2.65
8000,156.0,145.0,171.37,173.46,2.66
8010,153.1,144.0,171.60,173.71,2.67
8020,150.2,136.8,171.84,173.99,2.70
8030,147.4,129.4,172.08,174.26,2.74
8040,143.6,121.9,172.33,174.54,2.77
8050,135.3,116.1,172.60,174.83,2.79
8060,127.0,113.6,172.88,175.15,2.83
8070,118.7,111.0,173.16,175.47,2.87
8080,114.3,109.7,173.46,175.78,2.89
8090,113.0,113.2,173.78,176.10,2.88
8100,111.7,116.6,174.09,176.41,2.88
8110,112.9,120.1,174.41,176.73,2.88
8120,117.5,125.7,174.71,177.00,2.85
8130,122.0,131.2,175.01,177.28,2.83
8140,126.7,136.7,175.31,177.56,2.80
8150,132.2,142.6,175.58,177.82,2.80
8160,137.8,148.9,175.84,178.05,2.77
8170,143.3,155.3,176.10,178.29,2.74
8180,148.9,161.6,176.36,178.52,2.72
8190,154.5,167.7,176.58,178.75,2.73
8200,160.2,172.1,176.81,178.95,2.71
8210,165.8,176.6,177.03,179.15,2.68
8220,171.5,181.0,177.26,179.36,2.66
8230,176.4,185.4,177.46,179.56,2.66
8240,181.3,189.8,177.65,179.76,2.67
8250,186.2,193.8,177.85,179.94,2.65
8260,191.0,197.7,178.04,180.12,2.63
8270,195.9,201.7,178.24,180.30,2.62
8280,200.2,205.6,178.41,180.48,2.62
8290,204.3,209.6,178.59,180.66,2.63
8300,208.5,212.8,178.76,180.83,2.63
8310,212.6,215.6,178.93,180.99,2.62
8320,216.8,218.4,179.10,181.15,2.61
8330,220.9,221.2,179.28,181.32,2.60
8340,225.3,224.0,179.43,181.48,2.61
8350,229.7,226.7,179.58,181.65,2.62
8360,234.2,229.2,179.73,181.80,2.63
8370,238.6,231.3,179.89,181.96,2.63
8380,243.0,233.5,180.04,182.11,2.63
8390,247.5,235.6,180.19,182.26,2.63
8400,249.2,237.8,180.34,182.42,2.63
8410,247.3,239.9,180.49,182.57,2.64
8420,245.3,242.0,180.64,182.72,2.64
8430,243.4,241.1,180.79,182.87,2.65
8440,241.5,240.2,180.94,183.02,2.65
8450,239.6,239.3,181.08,183.18,2.65
8460,237.6,238.4,181.23,183.33,2.66
8470,234.7,237.5,181.39,183.48,2.65
8480,231.2,236.6,181.55,183.63,2.64
8490,227.7,235.0,181.70,183.78,2.64
8500,224.2,232.5,181.86,183.94,2.63
8510,220.6,230.0,182.02,184.10,2.63
8520,217.1,227.5,182.18,184.25,2.63
8530,214.1,224.9,182.35,184.41,2.62
8540,211.9,222.4,182.52,184.57,2.61
8550,209.6,220.0,182.69,184.73,2.60
8560,207.4,219.5,182.87,184.89,2.59
8570,205.1,219.0,183.04,185.06,2.58
8580,202.9,218.5,183.21,185.22,2.57
8590,202.4,218.0,183.39,185.39,2.56
8600,203.1,217.5,183.56,185.55,2.55
8610,203.8,217.0,183.74,185.72,2.54
8620,204.5,217.3,183.91,185.88,2.53
8630,205.2,217.7,184.09,186.05,2.52
8640,206.0,218.0,184.27,186.21,2.50
8650,206.5,218.3,184.44,186.38,2.50
8660,207.0,218.6,184.61,186.54,2.49
8670,207.5,219.0,184.79,186.71,2.48
8680,208.0,213.9,184.96,186.88,2.48
8690,208.6,208.4,185.14,187.06,2.48
8700,208.1,203.0,185.31,187.24,2.49
8710,202.7,197.5,185.50,187.41,2.48
8720,197.4,192.0,185.68,187.59,2.47
8730,192.0,185.9,185.87,187.78,2.47
8740,186.6,178.3,186.05,187.99,2.50
8750,181.3,170.7,186.24,188.20,2.52
8760,174.6,163.1,186.45,188.41,2.53
8770,167.6,155.4,186.67,188.62,2.52
8780,160.6,148.1,186.89,188.86,2.54
8790,153.6,141.1,187.11,189.12,2.58
8800,146.5,134.1,187.34,189.38,2.61
8810,139.3,127.1,187.60,189.64,2.60
8820,132.0,121.8,187.87,189.94,2.62
8830,124.8,117.2,188.14,190.24,2.66
8840,119.2,112.6,188.43,190.55,2.68
8850,115.5,109.6,188.74,190.87,2.68
8860,111.7,108.6,189.05,191.20,2.70
8870,108.7,107.6,189.37,191.53,2.72
8880,107.7,107.4,189.71,191.86,2.71
8890,106.7,108.4,190.04,192.19,2.71
8900,106.1,109.4,190.38,192.52,2.71
8910,106.4,112.5,190.72,192.84,2.69
8920,106.8,118.5,191.05,193.14,2.65
8930,109.0,124.5,191.38,193.44,2.62
8940,114.8,130.3,191.69,193.74,2.61
8950,120.7,134.2,192.00,194.00,2.56
8960,126.6,138.2,192.31,194.26,2.52
8970,132.6,142.1,192.57,194.53,2.52
8980,138.6,146.2,192.83,194.78,2.51
8990,144.7,150.8,193.09,195.01,2.48
9000,150.3,155.5,193.34,195.24,2.46
9010,154.8,160.1,193.57,195.48,2.47
9020,159.3,164.8,193.80,195.71,2.47
9030,163.8,169.3,194.02,195.91,2.45
9040,168.4,173.8,194.25,196.12,2.43
9050,172.3,178.3,194.45,196.32,2.43
9060,176.1,182.8,194.66,196.53,2.43
9070,180.0,187.2,194.86,196.73,2.43
9080,183.8,190.7,195.06,196.91,2.42
9090,187.6,194.2,195.26,197.10,2.40
9100,190.8,197.7,195.45,197.28,2.40
9110,193.9,201.1,195.63,197.46,2.40
9120,197.0,204.6,195.81,197.65,2.40
9130,200.2,207.5,196.00,197.82,2.39
9140,203.3,210.1,196.18,197.99,2.37
9150,206.1,212.6,196.36,198.16,2.36
9160,208.7,215.1,196.52,198.33,2.36
9170,211.2,217.6,196.69,198.50,2.36
9180,213.8,220.2,196.86,198.67,2.36
9190,216.3,221.1,197.03,198.83,2.36
9200,218.8,221.3,197.20,198.99,2.35
9210,219.8,221.4,197.37,199.15,2.35
9220,219.5,221.6,197.53,199.32,2.34
9230,219.2,221.8,197.70,199.48,2.34
9240,218.8,221.9,197.86,199.64,2.34
9250,218.5,221.6,198.03,199.81,2.34
9260,218.2,220.8,198.19,199.97,2.34
9270,217.9,219.9,198.36,200.13,2.34
9280,217.8,219.1,198.52,200.30,2.34
9290,217.6,218.3,198.69,200.46,2.33
9300,217.4,217.5,198.85,200.63,2.33
9310,217.3,217.0,199.02,200.79,2.33
9320,217.1,217.0,199.18,200.96,2.33
9330,217.1,217.0,199.35,201.12,2.33
9340,217.5,217.0,199.51,201.29,2.33
9350,217.8,217.0,199.68,201.45,2.33
9360,218.1,217.0,199.84,201.62,2.34
9370,218.5,217.6,200.01,201.78,2.34
9380,218.8,219.0,200.17,201.95,2.33
9390,219.5,220.5,200.34,202.11,2.33
9400,220.8,222.0,200.50,202.27,2.33
9410,222.0,223.4,200.66,202.43,2.33
9420,223.3,224.9,200.82,202.60,2.33
9430,224.6,226.5,200.98,202.76,2.33
9440,225.9,228.3,201.15,202.91,2.33
9450,227.3,230.2,201.31,203.07,2.32
9460,228.8,232.0,201.46,203.22,2.32
9470,230.4,233.9,201.62,203.38,2.32
9480,231.9,235.8,201.77,203.53,2.32
9490,233.5,237.6,201.93,203.69,2.32
9500,235.0,239.1,202.08,203.84,2.32
9510,236.6,240.4,202.24,203.99,2.31
9520,237.9,241.7,202.39,204.14,2.31
9530,239.1,243.1,202.54,204.28,2.31
9540,240.3,244.4,202.69,204.43,2.31
9550,241.4,245.7,202.84,204.58,2.30
9560,242.6,247.0,202.99,204.73,2.30
9570,243.8,246.8,203.13,204.88,2.30
9580,245.0,246.7,203.28,205.02,2.30
9590,244.8,246.6,203.43,205.17,2.30
9600,244.7,246.4,203.58,205.31,2.29
9610,244.6,246.3,203.73,205.46,2.29
9620,244.4,246.1,203.87,205.61,2.29
9630,244.3,245.9,204.02,205.75,2.29
9640,244.1,245.5,204.17,205.90,2.29
9650,243.9,245.0,204.32,206.05,2.29
9660,243.3,244.6,204.46,206.19,2.29
9670,242.7,244.1,204.61,206.34,2.29
9680,242.1,243.7,204.76,206.49,2.29
9690,241.5,243.3,204.91,206.64,2.29
9700,240.9,242.7,205.06,206.78,2.28
9710,240.3,241.9,205.21,206.93,2.29
9720,239.4,241.2,205.36,207.08,2.28
9730,238.2,240.4,205.51,207.23,2.28
9740,236.9,239.7,205.66,207.38,2.28
9750,235.7,238.9,205.82,207.53,2.28
9760,234.5,238.2,205.97,207.68,2.27
9770,233.3,238.6,206.12,207.83,2.27
9780,232.1,239.3,206.27,207.98,2.27
9790,232.3,240.1,206.43,208.13,2.26
9800,232.6,240.8,206.58,208.28,2.26
9810,232.9,241.6,206.74,208.43,2.25
9820,233.2,242.3,206.89,208.58,2.25
9830,233.5,243.1,207.05,208.73,2.24
9840,233.8,244.4,207.20,208.87,2.23
9850,234.7,245.7,207.35,209.02,2.23
9860,236.0,247.0,207.50,209.17,2.22
9870,237.4,248.3,207.66,209.31,2.22
9880,238.7,249.6,207.81,209.46,2.21
9890,240.1,250.9,207.96,209.60,2.20
9900,241.5,252.3,208.11,209.75,2.20
9910,242.8,253.8,208.26,209.89,2.19
9920,244.4,255.4,208.40,210.03,2.18
9930,246.0,256.9,208.55,210.17,2.18
9940,247.6,258.4,208.69,210.31,2.17
9950,249.2,260.0,208.84,210.45,2.17
9960,250.7,261.5,208.98,210.59,2.16
9970,252.3,263.0,209.13,210.72,2.16
9980,253.9,264.3,209.27,210.86,2.15
9990,255.2,265.5,209.41,210.99,2.14
10000,256.5,266.7,209.55,211.13,2.14
10010,257.7,267.9,209.69,211.26,2.13
10020,259.0,269.1,209.83,211.40,2.13
10030,260.2,270.3,209.97,211.53,2.12
10040,261.5,271.5,210.11,211.67,2.12
10050,262.7,272.6,210.25,211.80,2.11
10060,263.9,273.5,210.38,211.93,2.11
10070,265.2,274.4,210.52,212.06,2.10
10080,266.4,275.3,210.65,212.19,2.10
10090,267.6,276.2,210.79,212.32,2.09
10100,268.8,277.1,210.92,212.45,2.09
10110,270.0,278.0,211.06,212.58,2.09
10120,271.2,279.0,211.19,212.71,2.08
10130,272.3,280.0,211.33,212.84,2.08
10140,273.2,281.0,211.46,212.97,2.07
10150,274.1,282.0,211.59,213.10,2.07
10160,275.1,283.0,211.72,213.22,2.07
10170,276.0,284.0,211.85,213.35,2.06
10180,276.9,285.1,211.98,213.48,2.06
10190,277.8,286.1,212.11,213.60,2.05
10200,278.7,286.8,212.24,213.73,2.05
10210,278.8,285.2,212.37,213.86,2.05
10220,278.6,283.5,212.50,213.99,2.05
10230,278.3,281.8,212.63,214.12,2.05
10240,278.0,280.2,212.76,214.25,2.05
10250,277.8,278.5,212.89,214.37,2.05
10260,277.5,276.8,213.02,214.50,2.04
10270,277.3,275.2,213.15,214.63,2.04
10280,277.0,273.4,213.28,214.76,2.04
10290,274.4,271.4,213.41,214.90,2.04
10300,271.7,269.3,213.55,215.03,2.04
10310,269.0,267.3,213.68,215.17,2.04
10320,266.3,265.3,213.82,215.30,2.05
10330,263.6,263.3,213.95,215.44,2.05
10340,260.9,261.2,214.09,215.57,2.05
10350,258.2,259.2,214.22,215.71,2.05
10360,256.8,258.5,214.36,215.85,2.05
10370,256.6,257.9,214.50,215.99,2.05
10380,256.3,257.4,214.64,216.13,2.05
10390,256.0,256.8,214.78,216.27,2.05
10400,255.7,256.3,214.92,216.41,2.05
10410,255.4,255.7,215.06,216.55,2.04
10420,255.2,255.1,215.20,216.69,2.04
10430,254.7,254.9,215.34,216.83,2.04
10440,254.2,254.8,215.49,216.97,2.04
10450,253.6,254.6,215.63,217.11,2.04
10460,253.0,254.5,215.77,217.25,2.04
10470,252.5,254.3,215.91,217.39,2.04
10480,251.9,254.2,216.05,217.53,2.04
10490,251.3,254.0,216.20,217.68,2.04
10500,251.1,254.6,216.34,217.82,2.04
10510,251.2,255.4,216.48,217.96,2.03
