lap_t,speed_kmh,s_m
218.920,259.0,10656.1
218.960,259.0,10659.0
219.000,258.0,10661.8
219.040,258.0,10664.7
219.080,258.0,10667.6
219.120,254.0,10670.4
219.160,254.0,10673.2
219.200,250.0,10676.0
219.240,250.0,10678.8
219.280,250.0,10681.6
219.320,247.0,10684.4
219.360,247.0,10687.1
219.400,242.0,10689.8
219.440,242.0,10692.5
219.480,242.0,10695.2
219.520,237.0,10697.9
219.560,237.0,10700.5
219.600,234.0,10703.1
219.640,234.0,10705.7
219.680,234.0,10708.3
219.720,230.0,10710.9
219.760,230.0,10713.4
219.920,224.0,10723.5
219.960,224.0,10726.0
220.000,219.0,10728.5
220.040,219.0,10730.9
220.080,219.0,10733.3
220.120,214.0,10735.7
220.160,214.0,10738.1
220.200,213.0,10740.5
220.240,213.0,10742.9
220.280,213.0,10745.2
220.320,210.0,10747.6
220.360,210.0,10749.9
220.400,207.0,10752.2
220.440,207.0,10754.5
220.480,207.0,10756.8
220.520,203.0,10759.1
220.560,203.0,10761.4
220.600,200.0,10763.6
220.640,200.0,10765.8
220.680,200.0,10768.1
220.720,198.0,10770.3
220.760,198.0,10772.5
220.800,195.0,10774.6
220.840,195.0,10776.8
220.880,195.0,10779.0
220.920,193.0,10781.1
220.960,193.0,10783.3
221.000,192.0,10785.4
221.040,192.0,10787.5
221.080,192.0,10789.7
221.120,191.0,10791.8
221.160,191.0,10793.9
221.200,189.0,10796.0
221.240,189.0,10798.1
221.280,189.0,10800.2
221.320,187.0,10802.3
221.360,187.0,10804.4
221.400,185.0,10806.5
221.440,185.0,10808.5
221.480,185.0,10810.6
221.520,185.0,10812.6
221.560,185.0,10814.7
221.600,183.0,10816.7
221.640,183.0,10818.8
221.680,183.0,10820.8
221.720,183.0,10822.8
221.760,183.0,10824.9
221.800,183.0,10826.9
221.840,183.0,10828.9
221.880,183.0,10831.0
221.920,182.0,10833.0
221.960,182.0,10835.0
222.000,181.0,10837.0
222.040,181.0,10839.1
222.080,181.0,10841.1
222.120,180.0,10843.1
222.160,180.0,10845.1
222.200,180.0,10847.1
222.240,180.0,10849.1
222.280,180.0,10851.1
222.320,178.0,10853.1
222.360,178.0,10855.0
222.400,177.0,10857.0
222.440,177.0,10859.0
222.480,177.0,10860.9
222.520,178.0,10862.9
222.560,178.0,10864.9
222.600,178.0,10866.9
222.640,178.0,10868.9
222.680,178.0,10870.8
222.720,178.0,10872.8
222.760,178.0,10874.8
222.800,178.0,10876.8
222.840,178.0,10878.7
222.880,178.0,10880.7
222.920,179.0,10882.7
222.960,179.0,10884.7
223.000,180.0,10886.7
223.040,180.0,10888.7
223.080,180.0,10890.7
223.120,180.0,10892.7
223.160,180.0,10894.7
223.200,181.0,10896.7
223.240,181.0,10898.7
223.280,181.0,10900.7
223.320,182.0,10902.7
223.360,182.0,10904.8
223.400,182.0,10906.8
223.440,182.0,10908.8
223.480,182.0,10910.8
223.520,184.0,10912.9
223.560,184.0,10914.9
223.600,184.0,10916.9
223.640,184.0,10919.0
223.680,184.0,10921.0
223.720,186.0,10923.1
223.760,186.0,10925.2
223.800,187.0,10927.2
223.840,187.0,10929.3
223.880,187.0,10931.4
223.920,188.0,10933.5
223.960,188.0,10935.6
224.000,189.0,10937.6
224.040,189.0,10939.7
224.080,189.0,10941.8
224.120,191.0,10944.0
224.160,191.0,10946.1
224.200,192.0,10948.2
224.240,192.0,10950.3
224.280,192.0,10952.5
224.320,193.0,10954.6
224.360,193.0,10956.8
224.400,195.0,10958.9
224.440,195.0,10961.1
224.480,195.0,10963.2
224.520,197.0,10965.4
224.560,197.0,10967.6
224.600,197.0,10969.8
224.640,197.0,10972.0
224.680,197.0,10974.2
224.720,199.0,10976.4
224.760,199.0,10978.6
224.800,200.0,10980.8
224.840,200.0,10983.0
224.880,200.0,10985.3
224.920,200.0,10987.5
224.960,200.0,10989.7
225.000,201.0,10991.9
225.040,201.0,10994.2
225.120,202.0,10998.6
225.160,202.0,11000.9
225.200,203.0,11003.1
225.240,203.0,11005.4
225.280,203.0,11007.6
225.320,205.0,11009.9
225.360,205.0,11012.2
225.400,206.0,11014.5
225.440,206.0,11016.8
225.480,206.0,11019.0
225.520,208.0,11021.3
225.560,208.0,11023.7
225.600,210.0,11026.0
225.640,210.0,11028.3
225.680,210.0,11030.6
225.720,211.0,11033.0
225.760,211.0,11035.3
225.800,213.0,11037.7
225.840,213.0,11040.1
225.880,213.0,11042.4
225.920,215.0,11044.8
225.960,215.0,11047.2
226.000,217.0,11049.6
226.040,217.0,11052.0
226.080,217.0,11054.4
226.120,219.0,11056.8
226.160,219.0,11059.3
226.200,220.0,11061.7
226.240,220.0,11064.1
226.280,220.0,11066.6
226.400,223.0,11074.0
226.440,223.0,11076.5
226.480,223.0,11078.9
226.520,225.0,11081.4
226.560,225.0,11083.9
226.600,226.0,11086.4
226.640,226.0,11088.9
226.680,226.0,11091.4
226.800,228.0,11099.0
226.840,228.0,11101.5
226.880,228.0,11104.1
226.920,228.0,11106.6
226.960,228.0,11109.1
227.000,229.0,11111.7
227.040,229.0,11114.2
227.080,229.0,11116.8
227.120,230.0,11119.3
227.160,230.0,11121.9
227.200,229.0,11124.4
227.240,229.0,11127.0
227.280,229.0,11129.5
227.320,227.0,11132.1
227.520,223.0,11144.6
227.600,220.0,11149.5
227.640,220.0,11151.9
227.680,220.0,11154.4
227.720,218.0,11156.8
227.760,218.0,11159.2
227.800,215.0,11161.6
227.840,215.0,11164.0
227.880,215.0,11166.4
227.920,213.0,11168.8
227.960,213.0,11171.1
228.000,210.0,11173.5
228.040,210.0,11175.8
228.080,210.0,11178.2
228.120,208.0,11180.5
228.160,208.0,11182.8
228.200,206.0,11185.1
228.240,206.0,11187.4
228.280,206.0,11189.7
228.320,205.0,11192.0
228.360,205.0,11194.2
228.400,204.0,11196.5
228.440,204.0,11198.8
228.480,204.0,11201.0
228.520,201.0,11203.3
228.560,201.0,11205.5
228.600,200.0,11207.8
228.640,200.0,11210.0
228.680,200.0,11212.2
228.720,198.0,11214.4
228.760,198.0,11216.6
228.800,195.0,11218.8
228.840,195.0,11221.0
228.880,195.0,11223.1
228.920,192.0,11225.3
228.960,192.0,11227.4
229.000,191.0,11229.5
229.040,191.0,11231.7
229.080,191.0,11233.8
229.120,189.0,11235.9
229.160,189.0,11238.0
229.200,188.0,11240.1
229.240,188.0,11242.2
229.280,188.0,11244.3
229.320,187.0,11246.3
229.360,187.0,11248.4
229.400,186.0,11250.5
229.440,186.0,11252.6
229.480,186.0,11254.6
229.520,186.0,11256.7
229.560,186.0,11258.8
229.600,186.0,11260.8
229.640,186.0,11262.9
229.680,186.0,11265.0
229.720,185.0,11267.0
229.760,185.0,11269.1
229.800,185.0,11271.1
229.840,185.0,11273.2
229.880,185.0,11275.2
229.920,184.0,11277.3
229.960,184.0,11279.3
230.000,184.0,11281.4
230.040,184.0,11283.4
230.080,184.0,11285.5
230.120,185.0,11287.5
230.160,185.0,11289.6
230.200,186.0,11291.6
230.240,186.0,11293.7
230.280,186.0,11295.8
230.320,186.0,11297.8
230.360,186.0,11299.9
230.400,187.0,11302.0
230.440,187.0,11304.1
230.480,187.0,11306.1
230.520,188.0,11308.2
230.560,188.0,11310.3
230.600,189.0,11312.4
230.640,189.0,11314.5
230.680,189.0,11316.6
230.720,191.0,11318.7
230.760,191.0,11320.8
230.800,193.0,11323.0
230.840,193.0,11325.1
230.880,193.0,11327.3
230.920,195.0,11329.4
230.960,195.0,11331.6
231.000,196.0,11333.8
231.040,196.0,11335.9
231.080,196.0,11338.1
231.120,198.0,11340.3
231.160,198.0,11342.5
231.200,199.0,11344.7
231.240,199.0,11346.9
231.280,199.0,11349.1
231.320,201.0,11351.3
231.360,201.0,11353.6
231.400,203.0,11355.8
231.440,203.0,11358.1
231.480,203.0,11360.3
231.520,204.0,11362.6
231.560,204.0,11364.9
231.600,205.0,11367.1
231.640,205.0,11369.4
231.680,205.0,11371.7
231.720,207.0,11374.0
231.760,207.0,11376.3
231.800,207.0,11378.6
231.840,207.0,11380.9
231.880,207.0,11383.2
231.920,210.0,11385.5
231.960,210.0,11387.8
232.000,211.0,11390.2
232.040,211.0,11392.5
232.080,211.0,11394.9
232.120,212.0,11397.2
232.160,212.0,11399.6
232.200,214.0,11401.9
232.240,214.0,11404.3
232.280,214.0,11406.7
232.320,215.0,11409.1
232.360,215.0,11411.5
232.400,217.0,11413.9
232.440,217.0,11416.3
232.480,217.0,11418.7
232.520,217.0,11421.1
232.560,217.0,11423.5
232.600,215.0,11425.9
232.640,215.0,11428.3
232.680,215.0,11430.7
232.720,211.0,11433.0
232.760,211.0,11435.4
232.800,208.0,11437.7
232.840,208.0,11440.0
232.880,208.0,11442.3
232.920,204.0,11444.6
232.960,204.0,11446.9
233.000,202.0,11449.2
233.040,202.0,11451.4
233.080,202.0,11453.6
233.120,198.0,11455.9
233.160,198.0,11458.1
233.200,194.0,11460.2
233.240,194.0,11462.4
233.280,194.0,11464.6
233.320,191.0,11466.7
233.360,191.0,11468.8
233.400,188.0,11470.9
233.440,188.0,11473.0
233.480,188.0,11475.1
233.520,185.0,11477.2
233.560,185.0,11479.2
233.600,181.0,11481.3
233.640,181.0,11483.3
233.680,181.0,11485.3
233.720,178.0,11487.3
233.760,178.0,11489.3
233.800,175.0,11491.2
233.840,175.0,11493.2
233.880,175.0,11495.1
233.920,172.0,11497.0
233.960,172.0,11498.9
234.000,169.0,11500.8
234.040,169.0,11502.7
234.080,169.0,11504.6
234.120,165.0,11506.4
234.160,165.0,11508.3
234.200,162.0,11510.1
234.240,162.0,11511.9
234.280,162.0,11513.7
234.320,158.0,11515.5
234.360,158.0,11517.2
234.400,154.0,11519.0
234.440,154.0,11520.7
234.480,154.0,11522.4
234.520,151.0,11524.1
234.560,151.0,11525.8
234.600,146.0,11527.4
234.640,146.0,11529.0
234.680,146.0,11530.7
234.720,143.0,11532.3
234.760,143.0,11533.8
234.800,140.0,11535.4
234.840,140.0,11537.0
234.880,140.0,11538.5
234.920,136.0,11540.1
234.960,136.0,11541.6
235.000,133.0,11543.1
235.040,133.0,11544.5
235.080,133.0,11546.0
235.120,130.0,11547.5
235.160,130.0,11548.9
235.200,126.0,11550.4
235.240,126.0,11551.8
235.280,126.0,11553.2
235.320,123.0,11554.5
235.360,123.0,11555.9
235.400,119.0,11557.2
235.440,119.0,11558.6
235.480,119.0,11559.9
235.520,115.0,11561.2
235.560,115.0,11562.5
235.600,112.0,11563.7
235.640,112.0,11565.0
235.680,112.0,11566.2
235.720,108.0,11567.4
235.760,108.0,11568.6
235.800,105.0,11569.8
235.840,105.0,11571.0
235.880,105.0,11572.2
235.920,103.0,11573.3
235.960,103.0,11574.5
236.000,100.0,11575.6
236.040,100.0,11576.7
236.080,100.0,11577.8
236.120,99.0,11578.9
236.160,99.0,11580.0
236.200,97.0,11581.1
236.240,97.0,11582.2
236.280,97.0,11583.3
236.320,95.0,11584.3
236.360,95.0,11585.4
236.400,93.0,11586.4
236.440,93.0,11587.5
236.480,93.0,11588.5
236.520,91.0,11589.5
236.560,91.0,11590.5
236.600,89.0,11591.5
236.640,89.0,11592.5
236.680,89.0,11593.5
236.720,87.0,11594.5
236.760,87.0,11595.4
236.800,86.0,11596.4
236.840,86.0,11597.4
236.880,86.0,11598.3
236.920,85.0,11599.3
236.960,85.0,11600.2
237.000,84.0,11601.2
237.040,84.0,11602.1
237.080,84.0,11603.0
237.120,83.0,11603.9
237.160,83.0,11604.9
237.200,82.0,11605.8
237.240,82.0,11606.7
237.280,82.0,11607.6
237.320,81.0,11608.5
237.360,81.0,11609.4
237.400,80.0,11610.3
237.440,80.0,11611.2
237.480,80.0,11612.1
237.520,79.0,11613.0
237.560,79.0,11613.8
237.600,78.0,11614.7
237.640,78.0,11615.6
237.680,78.0,11616.5
237.720,78.0,11617.3
237.760,78.0,11618.2
237.800,79.0,11619.1
237.840,79.0,11619.9
237.880,79.0,11620.8
237.920,80.0,11621.7
237.960,80.0,11622.6
238.000,81.0,11623.5
238.040,81.0,11624.4
238.080,81.0,11625.3
238.120,83.0,11626.2
238.160,83.0,11627.1
238.200,83.0,11628.0
238.240,83.0,11629.0
238.280,83.0,11629.9
238.320,84.0,11630.8
238.360,84.0,11631.7
238.400,85.0,11632.7
238.440,85.0,11633.6
238.480,85.0,11634.6
238.520,87.0,11635.5
238.560,87.0,11636.5
238.600,88.0,11637.5
238.640,88.0,11638.4
238.680,88.0,11639.4
238.720,89.0,11640.4
238.760,89.0,11641.4
238.800,91.0,11642.4
238.840,91.0,11643.4
238.880,91.0,11644.4
238.920,93.0,11645.4
238.960,93.0,11646.5
239.000,94.0,11647.5
239.040,94.0,11648.6
239.080,94.0,11649.6
239.120,96.0,11650.7
239.160,96.0,11651.7
239.200,99.0,11652.8
239.240,99.0,11653.9
239.280,99.0,11655.0
239.320,101.0,11656.1
239.360,101.0,11657.2
239.400,103.0,11658.4
239.440,103.0,11659.5
239.480,103.0,11660.7
239.520,105.0,11661.8
239.560,105.0,11663.0
239.600,107.0,11664.2
239.640,107.0,11665.3
239.680,107.0,11666.5
239.720,110.0,11667.7
239.760,110.0,11669.0
239.800,112.0,11670.2
239.840,112.0,11671.4
239.880,112.0,11672.7
239.920,114.0,11673.9
239.960,114.0,11675.2
240.000,116.0,11676.5
240.040,116.0,11677.8
240.080,116.0,11679.1
240.120,118.0,11680.4
240.160,118.0,11681.7
240.200,120.0,11683.0
240.240,120.0,11684.3
240.280,120.0,11685.7
240.320,122.0,11687.0
240.360,122.0,11688.4
240.400,124.0,11689.7
240.440,124.0,11691.1
240.480,124.0,11692.5
240.520,126.0,11693.9
240.560,126.0,11695.3
240.600,129.0,11696.7
240.640,129.0,11698.1
240.680,129.0,11699.6
240.720,131.0,11701.0
240.760,131.0,11702.5
240.800,133.0,11703.9
240.840,133.0,11705.4
240.880,133.0,11706.9
240.920,135.0,11708.4
240.960,135.0,11709.9
241.000,137.0,11711.4
241.040,137.0,11712.9
241.080,137.0,11714.4
241.120,139.0,11716.0
241.160,139.0,11717.5
241.200,142.0,11719.1
241.240,142.0,11720.6
241.280,142.0,11722.2
241.320,144.0,11723.8
241.360,144.0,11725.4
241.400,146.0,11727.0
241.440,146.0,11728.6
241.480,146.0,11730.3
241.520,148.0,11731.9
241.560,148.0,11733.5
241.600,150.0,11735.2
241.640,150.0,11736.9
241.680,150.0,11738.5
241.720,153.0,11740.2
241.760,153.0,11741.9
241.800,155.0,11743.6
241.840,155.0,11745.3
241.880,155.0,11747.1
241.920,158.0,11748.8
241.960,158.0,11750.6
242.000,159.0,11752.3
242.040,159.0,11754.1
242.080,159.0,11755.9
242.120,162.0,11757.6
242.160,162.0,11759.4
242.200,164.0,11761.3
242.240,164.0,11763.1
242.280,164.0,11764.9
242.320,166.0,11766.7
242.360,166.0,11768.6
242.400,169.0,11770.4
242.440,169.0,11772.3
242.480,169.0,11774.2
242.520,171.0,11776.1
242.560,171.0,11778.0
242.600,173.0,11779.9
242.640,173.0,11781.8
242.680,173.0,11783.7
242.720,174.0,11785.7
242.760,174.0,11787.6
242.800,174.0,11789.5
242.840,174.0,11791.5
242.880,174.0,11793.4
242.920,175.0,11795.3
242.960,175.0,11797.3
243.000,177.0,11799.2
243.040,177.0,11801.2
243.080,177.0,11803.2
243.120,179.0,11805.1
243.160,179.0,11807.1
243.200,178.0,11809.1
243.240,178.0,11811.1
243.280,178.0,11813.1
243.320,180.0,11815.1
243.360,180.0,11817.1
243.400,181.0,11819.1
243.440,181.0,11821.1
243.480,181.0,11823.1
243.520,183.0,11825.1
243.560,183.0,11827.1
243.600,185.0,11829.2
243.640,185.0,11831.2
243.680,185.0,11833.3
243.720,187.0,11835.4
243.760,187.0,11837.4
243.800,188.0,11839.5
243.840,188.0,11841.6
243.880,188.0,11843.7
243.920,190.0,11845.8
243.960,190.0,11847.9
244.000,192.0,11850.0
244.040,192.0,11852.2
244.080,192.0,11854.3
244.120,194.0,11856.5
244.160,194.0,11858.6
244.200,196.0,11860.8
244.240,196.0,11863.0
244.280,196.0,11865.1
244.320,197.0,11867.3
244.360,197.0,11869.5
244.400,197.0,11871.7
244.440,197.0,11873.9
244.480,197.0,11876.1
244.520,194.0,11878.2
244.560,194.0,11880.4
244.600,190.0,11882.5
244.640,190.0,11884.6
244.680,190.0,11886.8
244.720,188.0,11888.9
244.760,188.0,11890.9
244.800,184.0,11893.0
244.840,184.0,11895.1
244.880,184.0,11897.1
244.920,181.0,11899.1
244.960,181.0,11901.1
245.000,177.0,11903.1
245.040,177.0,11905.1
245.080,177.0,11907.1
245.120,174.0,11909.0
245.160,174.0,11910.9
245.200,171.0,11912.9
245.240,171.0,11914.8
245.280,171.0,11916.7
245.320,168.0,11918.5
245.360,168.0,11920.4
245.400,164.0,11922.3
245.440,164.0,11924.1
245.480,164.0,11925.9
245.520,161.0,11927.7
245.560,161.0,11929.5
245.600,157.0,11931.3
245.640,157.0,11933.0
245.680,157.0,11934.7
245.720,152.0,11936.5
245.760,152.0,11938.1
245.800,148.0,11939.8
245.840,148.0,11941.5
245.880,148.0,11943.1
245.920,144.0,11944.7
245.960,144.0,11946.3
246.000,140.0,11947.9
246.040,140.0,11949.5
246.080,140.0,11951.0
246.120,136.0,11952.5
246.160,136.0,11954.1
246.200,132.0,11955.5
246.240,132.0,11957.0
246.280,132.0,11958.5
246.320,128.0,11959.9
246.360,128.0,11961.4
246.400,124.0,11962.8
246.440,124.0,11964.1
246.480,124.0,11965.5
246.520,120.0,11966.9
246.560,120.0,11968.2
246.600,116.0,11969.5
246.640,116.0,11970.8
246.680,116.0,11972.1
246.720,113.0,11973.4
246.760,113.0,11974.6
246.800,110.0,11975.9
246.840,110.0,11977.1
246.880,110.0,11978.3
246.920,107.0,11979.5
246.960,107.0,11980.7
247.000,104.0,11981.9
247.040,104.0,11983.0
247.080,104.0,11984.2
247.120,102.0,11985.3
247.160,102.0,11986.5
247.200,98.0,11987.6
247.240,98.0,11988.7
247.280,98.0,11989.7
247.320,97.0,11990.8
247.360,97.0,11991.9
247.400,96.0,11993.0
247.440,96.0,11994.0
247.480,96.0,11995.1
247.520,94.0,11996.2
247.560,94.0,11997.2
247.600,92.0,11998.2
247.640,92.0,11999.3
247.680,92.0,12000.3
247.720,92.0,12001.3
247.760,92.0,12002.3
247.800,91.0,12003.3
247.840,91.0,12004.4
247.880,91.0,12005.4
247.920,90.0,12006.4
247.960,90.0,12007.4
248.000,90.0,12008.4
248.040,90.0,12009.4
248.080,90.0,12010.4
248.120,89.0,12011.4
248.160,89.0,12012.4
248.200,88.0,12013.3
248.240,88.0,12014.3
248.280,88.0,12015.3
248.320,88.0,12016.3
248.360,88.0,12017.3
248.400,87.0,12018.2
248.440,87.0,12019.2
248.480,87.0,12020.2
248.520,86.0,12021.1
248.560,86.0,12022.1
248.600,86.0,12023.0
248.640,86.0,12024.0
248.680,86.0,12024.9
248.720,85.0,12025.9
248.760,85.0,12026.8
248.800,86.0,12027.8
248.840,86.0,12028.7
248.880,86.0,12029.7
248.920,85.0,12030.6
248.960,85.0,12031.6
249.000,86.0,12032.5
249.040,86.0,12033.5
249.080,86.0,12034.5
249.120,85.0,12035.4
249.160,85.0,12036.3
249.200,87.0,12037.3
249.240,87.0,12038.3
249.280,87.0,12039.2
249.320,86.0,12040.2
249.360,86.0,12041.2
249.400,85.0,12042.1
249.440,85.0,12043.0
249.480,85.0,12044.0
249.520,86.0,12044.9
249.560,86.0,12045.9
249.600,85.0,12046.8
249.640,85.0,12047.8
249.680,85.0,12048.7
249.720,85.0,12049.7
249.760,85.0,12050.6
249.800,86.0,12051.6
249.840,86.0,12052.5
249.880,86.0,12053.5
249.920,85.0,12054.4
249.960,85.0,12055.4
250.000,86.0,12056.3
250.040,86.0,12057.3
250.080,86.0,12058.2
250.120,86.0,12059.2
250.160,86.0,12060.2
250.200,86.0,12061.1
250.240,86.0,12062.1
250.280,86.0,12063.0
250.320,86.0,12064.0
250.360,86.0,12064.9
250.400,87.0,12065.9
250.440,87.0,12066.9
250.480,87.0,12067.8
250.520,86.0,12068.8
250.560,86.0,12069.7
250.600,86.0,12070.7
250.640,86.0,12071.7
250.680,86.0,12072.6
250.720,86.0,12073.6
250.760,86.0,12074.5
250.800,86.0,12075.5
250.840,86.0,12076.4
250.880,86.0,12077.4
250.920,87.0,12078.3
250.960,87.0,12079.3
251.000,86.0,12080.3
251.040,86.0,12081.2
251.080,86.0,12082.2
251.120,87.0,12083.1
251.160,87.0,12084.1
251.200,88.0,12085.1
251.240,88.0,12086.1
251.280,88.0,12087.0
251.320,88.0,12088.0
251.360,88.0,12089.0
251.400,88.0,12090.0
251.440,88.0,12091.0
251.480,88.0,12091.9
251.520,88.0,12092.9
251.560,88.0,12093.9
251.600,90.0,12094.9
251.640,90.0,12095.9
251.680,90.0,12096.9
251.720,90.0,12097.9
251.760,90.0,12098.9
251.800,92.0,12099.9
251.840,92.0,12100.9
251.880,92.0,12101.9
251.920,95.0,12103.0
251.960,95.0,12104.0
252.000,96.0,12105.1
252.040,96.0,12106.2
252.080,96.0,12107.2
252.120,100.0,12108.3
252.160,100.0,12109.4
252.200,102.0,12110.5
252.240,102.0,12111.7
252.280,102.0,12112.8
252.320,102.0,12113.9
252.360,102.0,12115.1
252.400,105.0,12116.2
252.440,105.0,12117.4
252.480,105.0,12118.6
252.520,108.0,12119.7
252.560,108.0,12120.9
252.600,109.0,12122.1
252.640,109.0,12123.4
252.680,109.0,12124.6
252.720,111.0,12125.8
252.760,111.0,12127.0
252.800,114.0,12128.3
252.840,114.0,12129.5
252.880,114.0,12130.8
252.920,117.0,12132.1
252.960,117.0,12133.4
253.000,119.0,12134.7
253.040,119.0,12136.0
253.080,119.0,12137.3
253.120,121.0,12138.7
253.160,121.0,12140.0
253.200,123.0,12141.4
253.240,123.0,12142.7
253.280,123.0,12144.1
253.320,126.0,12145.5
253.360,126.0,12146.9
253.400,128.0,12148.3
253.440,128.0,12149.7
253.480,128.0,12151.2
253.520,129.0,12152.6
253.560,129.0,12154.0
253.600,131.0,12155.5
253.640,131.0,12156.9
253.680,131.0,12158.4
253.720,133.0,12159.8
253.760,133.0,12161.3
253.800,135.0,12162.8
253.840,135.0,12164.3
253.880,135.0,12165.8
253.920,137.0,12167.3
253.960,137.0,12168.8
254.000,139.0,12170.4
254.040,139.0,12171.9
254.080,139.0,12173.5
254.120,141.0,12175.0
254.160,141.0,12176.6
254.200,143.0,12178.2
254.240,143.0,12179.7
254.280,143.0,12181.3
254.320,144.0,12182.9
254.360,144.0,12184.5
254.400,146.0,12186.1
254.440,146.0,12187.8
254.480,146.0,12189.4
254.520,148.0,12191.0
254.560,148.0,12192.7
254.600,150.0,12194.3
254.640,150.0,12196.0
254.680,150.0,12197.7
254.720,152.0,12199.3
254.760,152.0,12201.0
254.800,154.0,12202.7
254.840,154.0,12204.4
254.880,154.0,12206.1
254.920,156.0,12207.9
254.960,156.0,12209.6
255.000,157.0,12211.3
255.040,157.0,12213.1
255.080,157.0,12214.8
255.120,159.0,12216.6
255.160,159.0,12218.3
255.200,161.0,12220.1
255.240,161.0,12221.9
255.280,161.0,12223.7
255.320,163.0,12225.5
255.360,163.0,12227.3
255.400,164.0,12229.1
255.440,164.0,12231.0
255.480,164.0,12232.8
255.520,165.0,12234.6
255.560,165.0,12236.4
255.600,167.0,12238.3
255.640,167.0,12240.1
255.680,167.0,12242.0
255.720,168.0,12243.9
255.760,168.0,12245.7
255.800,170.0,12247.6
255.840,170.0,12249.5
255.880,170.0,12251.4
255.920,171.0,12253.3
255.960,171.0,12255.2
256.000,172.0,12257.1
256.040,172.0,12259.0
256.080,172.0,12260.9
256.120,174.0,12262.8
256.160,174.0,12264.8
256.200,175.0,12266.7
256.240,175.0,12268.6
256.280,175.0,12270.6
256.320,177.0,12272.5
256.360,177.0,12274.5
256.400,178.0,12276.5
256.440,178.0,12278.5
256.480,178.0,12280.4
256.520,179.0,12282.4
256.560,179.0,12284.4
256.600,181.0,12286.4
256.640,181.0,12288.4
256.680,181.0,12290.4
256.720,183.0,12292.4
256.760,183.0,12294.5
256.800,184.0,12296.5
256.840,184.0,12298.6
256.880,184.0,12300.6
256.920,186.0,12302.7
256.960,186.0,12304.7
257.000,188.0,12306.8
257.040,188.0,12308.9
257.080,188.0,12311.0
257.120,189.0,12313.1
257.160,189.0,12315.2
257.200,191.0,12317.3
257.240,191.0,12319.4
257.280,191.0,12321.5
257.320,192.0,12323.7
257.360,192.0,12325.8
257.400,194.0,12327.9
257.440,194.0,12330.1
257.480,194.0,12332.3
257.520,195.0,12334.4
257.560,195.0,12336.6
257.600,197.0,12338.8
257.640,197.0,12340.9
257.680,197.0,12343.1
257.720,198.0,12345.3
257.760,198.0,12347.5
257.800,200.0,12349.7
257.840,200.0,12352.0
257.880,200.0,12354.2
257.920,202.0,12356.4
257.960,202.0,12358.7
258.000,204.0,12360.9
258.040,204.0,12363.2
258.080,204.0,12365.5
258.120,205.0,12367.7
258.160,205.0,12370.0
258.200,207.0,12372.3
258.240,207.0,12374.6
258.280,207.0,12376.9
258.320,208.0,12379.2
258.360,208.0,12381.5
258.400,210.0,12383.8
258.440,210.0,12386.2
258.480,210.0,12388.5
258.520,212.0,12390.8
258.560,212.0,12393.2
258.600,212.0,12395.6
258.640,212.0,12397.9
258.680,212.0,12400.3
258.720,212.0,12402.6
258.760,212.0,12405.0
258.800,211.0,12407.3
258.840,211.0,12409.7
258.880,211.0,12412.0
258.920,211.0,12414.4
258.960,211.0,12416.7
259.000,209.0,12419.0
259.040,209.0,12421.4
259.080,209.0,12423.7
259.120,207.0,12426.0
259.160,207.0,12428.3
259.200,205.0,12430.6
259.240,205.0,12432.9
259.280,205.0,12435.1
259.320,203.0,12437.4
259.360,203.0,12439.7
259.400,201.0,12441.9
259.440,201.0,12444.1
259.480,201.0,12446.4
259.520,198.0,12448.6
259.560,198.0,12450.8
259.600,196.0,12453.0
259.640,196.0,12455.2
259.680,196.0,12457.3
259.720,193.0,12459.5
259.760,193.0,12461.6
259.800,191.0,12463.8
259.840,191.0,12465.9
259.880,191.0,12468.0
259.920,189.0,12470.1
259.960,189.0,12472.2
260.000,188.0,12474.3
260.040,188.0,12476.4
260.080,188.0,12478.5
260.120,187.0,12480.6
260.160,187.0,12482.7
260.200,186.0,12484.7
260.240,186.0,12486.8
260.280,186.0,12488.9
260.320,185.0,12490.9
260.360,185.0,12493.0
260.400,184.0,12495.0
260.440,184.0,12497.1
260.480,184.0,12499.1
260.520,183.0,12501.2
260.560,183.0,12503.2
260.600,183.0,12505.2
260.640,183.0,12507.3
260.680,183.0,12509.3
260.720,181.0,12511.3
260.760,181.0,12513.3
260.800,180.0,12515.3
260.840,180.0,12517.3
260.880,180.0,12519.3
260.920,179.0,12521.3
260.960,179.0,12523.3
261.000,178.0,12525.3
261.040,178.0,12527.3
261.080,178.0,12529.3
261.120,176.0,12531.2
261.160,176.0,12533.2
261.200,176.0,12535.1
261.240,176.0,12537.1
261.280,176.0,12539.0
261.320,175.0,12541.0
261.360,175.0,12542.9
261.400,176.0,12544.9
261.440,176.0,12546.8
261.480,176.0,12548.8
261.520,176.0,12550.8
261.560,176.0,12552.7
261.600,176.0,12554.7
261.640,176.0,12556.6
261.680,176.0,12558.6
261.720,176.0,12560.5
261.760,176.0,12562.5
261.800,177.0,12564.4
261.840,177.0,12566.4
261.880,177.0,12568.4
261.920,178.0,12570.4
261.960,178.0,12572.3
262.000,177.0,12574.3
262.040,177.0,12576.3
262.080,177.0,12578.2
262.120,177.0,12580.2
262.160,177.0,12582.2
262.200,178.0,12584.1
262.240,178.0,12586.1
262.280,178.0,12588.1
262.320,179.0,12590.1
262.360,179.0,12592.1
262.400,179.0,12594.1
