lap_t,speed_kmh,s_m
148.920,165.0,7136.6
148.960,165.0,7138.4
149.000,166.0,7140.3
149.040,166.0,7142.1
149.080,166.0,7143.9
149.120,168.0,7145.8
149.160,168.0,7147.7
149.200,168.0,7149.5
149.240,168.0,7151.4
149.280,168.0,7153.3
149.320,170.0,7155.1
149.360,170.0,7157.0
149.400,171.0,7158.9
149.440,171.0,7160.8
149.480,171.0,7162.7
149.520,172.0,7164.6
149.560,172.0,7166.5
149.600,174.0,7168.5
149.640,174.0,7170.4
149.680,174.0,7172.3
149.720,174.0,7174.3
149.760,174.0,7176.2
149.800,176.0,7178.1
149.840,176.0,7180.1
149.880,176.0,7182.1
149.920,177.0,7184.0
149.960,177.0,7186.0
150.000,178.0,7188.0
150.040,178.0,7189.9
150.080,178.0,7191.9
150.120,180.0,7193.9
150.160,180.0,7195.9
150.200,181.0,7197.9
150.240,181.0,7199.9
150.280,181.0,7201.9
150.320,183.0,7203.9
150.360,183.0,7206.0
150.400,185.0,7208.0
150.440,185.0,7210.1
150.480,185.0,7212.1
150.520,187.0,7214.2
150.560,187.0,7216.3
150.600,189.0,7218.4
150.640,189.0,7220.5
150.680,189.0,7222.6
150.720,191.0,7224.7
150.760,191.0,7226.8
150.800,194.0,7228.9
150.840,194.0,7231.1
150.880,194.0,7233.3
150.920,196.0,7235.4
150.960,196.0,7237.6
151.000,198.0,7239.8
151.040,198.0,7242.0
151.080,198.0,7244.2
151.120,199.0,7246.4
151.160,199.0,7248.6
151.200,198.0,7250.8
151.240,198.0,7253.0
151.280,198.0,7255.2
151.320,196.0,7257.4
151.360,196.0,7259.6
151.400,193.0,7261.7
151.440,193.0,7263.9
151.480,193.0,7266.0
151.520,190.0,7268.2
151.560,190.0,7270.3
151.600,186.0,7272.4
151.640,186.0,7274.4
151.680,186.0,7276.5
151.720,181.0,7278.5
151.760,181.0,7280.5
151.800,176.0,7282.5
151.840,176.0,7284.5
151.880,176.0,7286.4
151.920,172.0,7288.4
151.960,172.0,7290.3
152.000,167.0,7292.2
152.040,167.0,7294.0
152.080,167.0,7295.9
152.120,163.0,7297.7
152.160,163.0,7299.5
152.200,160.0,7301.3
152.240,160.0,7303.1
152.280,160.0,7304.9
152.320,157.0,7306.6
152.360,157.0,7308.4
152.400,154.0,7310.1
152.440,154.0,7311.8
152.480,154.0,7313.5
152.520,150.0,7315.2
152.560,150.0,7316.9
152.600,147.0,7318.5
152.640,147.0,7320.2
152.680,147.0,7321.8
152.720,144.0,7323.4
152.760,144.0,7325.0
152.800,141.0,7326.6
152.840,141.0,7328.2
152.880,141.0,7329.7
152.920,138.0,7331.3
152.960,138.0,7332.8
153.000,136.0,7334.3
153.040,136.0,7335.8
153.080,136.0,7337.4
153.120,135.0,7338.9
153.160,135.0,7340.4
153.200,133.0,7341.8
153.240,133.0,7343.3
153.280,133.0,7344.8
153.320,131.0,7346.3
153.360,131.0,7347.7
153.400,129.0,7349.2
153.440,129.0,7350.6
153.480,129.0,7352.0
153.520,128.0,7353.5
153.560,128.0,7354.9
153.600,127.0,7356.3
153.640,127.0,7357.7
153.680,127.0,7359.1
153.720,127.0,7360.5
153.760,127.0,7361.9
153.800,126.0,7363.4
153.840,126.0,7364.8
153.880,126.0,7366.2
153.920,125.0,7367.5
153.960,125.0,7368.9
154.000,124.0,7370.3
154.040,124.0,7371.7
154.080,124.0,7373.1
154.120,121.0,7374.4
154.160,121.0,7375.8
154.200,119.0,7377.1
154.240,119.0,7378.4
154.280,119.0,7379.8
154.320,118.0,7381.1
154.360,118.0,7382.4
154.400,117.0,7383.7
154.440,117.0,7385.0
154.480,117.0,7386.3
154.520,115.0,7387.6
154.560,115.0,7388.9
154.600,112.0,7390.1
154.640,112.0,7391.4
154.680,112.0,7392.6
154.720,109.0,7393.8
154.760,109.0,7395.0
154.800,106.0,7396.2
154.840,106.0,7397.4
154.880,106.0,7398.6
154.920,104.0,7399.8
154.960,104.0,7400.9
155.000,102.0,7402.1
155.040,102.0,7403.2
155.080,102.0,7404.3
155.120,99.0,7405.4
155.160,99.0,7406.5
155.200,98.0,7407.6
155.240,98.0,7408.7
155.280,98.0,7409.8
155.320,96.0,7410.9
155.360,96.0,7412.0
155.400,94.0,7413.0
155.440,94.0,7414.1
155.480,94.0,7415.1
155.520,92.0,7416.1
155.560,92.0,7417.2
155.600,90.0,7418.2
155.640,90.0,7419.2
155.680,90.0,7420.2
155.720,88.0,7421.2
155.760,88.0,7422.1
155.800,87.0,7423.1
155.840,87.0,7424.1
155.880,87.0,7425.0
155.920,86.0,7426.0
155.960,86.0,7427.0
156.000,84.0,7427.9
156.040,84.0,7428.8
156.080,84.0,7429.8
156.120,81.0,7430.7
156.160,81.0,7431.6
156.200,79.0,7432.5
156.240,79.0,7433.4
156.280,79.0,7434.2
156.320,77.0,7435.1
156.360,77.0,7436.0
156.400,75.0,7436.8
156.440,75.0,7437.6
156.480,75.0,7438.5
156.520,74.0,7439.3
156.560,74.0,7440.1
156.600,73.0,7440.9
156.640,73.0,7441.7
156.680,73.0,7442.6
156.720,72.0,7443.4
156.760,72.0,7444.2
156.800,71.0,7445.0
156.840,71.0,7445.7
156.880,71.0,7446.5
156.920,71.0,7447.3
156.960,71.0,7448.1
157.000,70.0,7448.9
157.040,70.0,7449.7
157.080,70.0,7450.5
157.120,70.0,7451.2
157.160,70.0,7452.0
157.200,70.0,7452.8
157.240,70.0,7453.6
157.280,70.0,7454.3
157.320,71.0,7455.1
157.360,71.0,7455.9
157.400,72.0,7456.7
157.440,72.0,7457.5
157.480,72.0,7458.3
157.520,72.0,7459.1
157.560,72.0,7459.9
157.600,72.0,7460.7
157.640,72.0,7461.5
157.680,72.0,7462.3
157.720,73.0,7463.1
157.760,73.0,7463.9
157.800,75.0,7464.7
157.840,75.0,7465.6
157.880,75.0,7466.4
157.920,75.0,7467.2
157.960,75.0,7468.1
158.000,77.0,7468.9
158.040,77.0,7469.8
158.080,77.0,7470.6
158.120,79.0,7471.5
158.160,79.0,7472.4
158.200,80.0,7473.3
158.240,80.0,7474.2
158.280,80.0,7475.0
158.320,82.0,7475.9
158.360,82.0,7476.9
158.400,83.0,7477.8
158.440,83.0,7478.7
158.480,83.0,7479.6
158.520,86.0,7480.6
158.560,86.0,7481.5
158.600,88.0,7482.5
158.640,88.0,7483.5
158.680,88.0,7484.4
158.720,90.0,7485.4
158.760,90.0,7486.4
158.800,93.0,7487.4
158.840,93.0,7488.5
158.880,93.0,7489.5
158.920,95.0,7490.5
158.960,95.0,7491.6
159.000,98.0,7492.7
159.040,98.0,7493.8
159.080,98.0,7494.9
159.120,101.0,7496.0
159.160,101.0,7497.1
159.200,103.0,7498.2
159.240,103.0,7499.4
159.280,103.0,7500.5
159.320,105.0,7501.7
159.360,105.0,7502.8
159.400,106.0,7504.0
159.440,106.0,7505.2
159.480,106.0,7506.4
159.520,108.0,7507.5
159.560,108.0,7508.7
159.600,108.0,7509.9
159.640,108.0,7511.1
159.680,108.0,7512.3
159.720,110.0,7513.6
159.760,110.0,7514.8
159.800,111.0,7516.0
159.840,111.0,7517.2
159.880,111.0,7518.5
159.920,112.0,7519.7
159.960,112.0,7521.0
160.000,115.0,7522.2
160.040,115.0,7523.5
160.080,115.0,7524.8
160.120,114.0,7526.0
160.160,114.0,7527.3
160.200,115.0,7528.6
160.240,115.0,7529.9
160.280,115.0,7531.1
160.320,116.0,7532.4
160.360,116.0,7533.7
160.400,116.0,7535.0
160.440,116.0,7536.3
160.480,116.0,7537.6
160.520,118.0,7538.9
160.560,118.0,7540.2
160.600,119.0,7541.5
160.640,119.0,7542.8
160.680,119.0,7544.1
160.720,121.0,7545.5
160.760,121.0,7546.8
160.800,122.0,7548.2
160.840,122.0,7549.5
160.880,122.0,7550.9
160.920,124.0,7552.3
160.960,124.0,7553.6
161.000,126.0,7555.0
161.040,126.0,7556.4
161.080,126.0,7557.8
161.120,129.0,7559.2
161.160,129.0,7560.7
161.200,132.0,7562.1
161.240,132.0,7563.6
161.280,132.0,7565.1
161.320,134.0,7566.5
161.360,134.0,7568.0
161.400,136.0,7569.5
161.440,136.0,7571.0
161.480,136.0,7572.5
161.520,139.0,7574.1
161.560,139.0,7575.6
161.600,142.0,7577.2
161.640,142.0,7578.8
161.680,142.0,7580.3
161.720,145.0,7581.9
161.760,145.0,7583.5
161.800,147.0,7585.2
161.840,147.0,7586.8
161.880,147.0,7588.4
161.920,149.0,7590.1
161.960,149.0,7591.7
162.000,152.0,7593.4
162.040,152.0,7595.1
162.080,152.0,7596.8
162.120,155.0,7598.5
162.160,155.0,7600.2
162.200,157.0,7601.9
162.240,157.0,7603.7
162.280,157.0,7605.4
162.320,160.0,7607.2
162.360,160.0,7609.0
162.400,163.0,7610.8
162.440,163.0,7612.6
162.480,163.0,7614.4
162.520,166.0,7616.2
162.560,166.0,7618.1
162.600,169.0,7619.9
162.640,169.0,7621.8
162.680,169.0,7623.7
162.720,172.0,7625.6
162.760,172.0,7627.5
162.800,174.0,7629.4
162.840,174.0,7631.3
162.880,174.0,7633.3
162.920,177.0,7635.2
162.960,177.0,7637.2
163.000,180.0,7639.2
163.040,180.0,7641.2
163.080,180.0,7643.2
163.120,182.0,7645.2
163.160,182.0,7647.2
163.200,185.0,7649.2
163.240,185.0,7651.3
163.280,185.0,7653.3
163.320,188.0,7655.4
163.360,188.0,7657.5
163.400,190.0,7659.6
163.440,190.0,7661.7
163.480,190.0,7663.8
163.520,193.0,7666.0
163.560,193.0,7668.1
163.600,195.0,7670.3
163.640,195.0,7672.4
163.680,195.0,7674.6
163.720,197.0,7676.8
163.760,197.0,7679.0
163.800,200.0,7681.2
163.840,200.0,7683.4
163.880,200.0,7685.6
163.920,202.0,7687.8
163.960,202.0,7690.1
164.000,204.0,7692.3
164.040,204.0,7694.6
164.080,204.0,7696.9
164.120,206.0,7699.2
164.160,206.0,7701.4
164.200,209.0,7703.7
164.240,209.0,7706.1
164.280,209.0,7708.4
164.320,209.0,7710.7
164.360,209.0,7713.0
164.400,208.0,7715.4
164.440,208.0,7717.7
164.480,208.0,7720.0
164.520,208.0,7722.3
164.560,208.0,7724.6
164.600,206.0,7726.9
164.640,206.0,7729.2
164.680,206.0,7731.5
164.720,204.0,7733.8
164.760,204.0,7736.0
164.800,202.0,7738.3
164.840,202.0,7740.5
164.880,202.0,7742.8
164.920,199.0,7745.0
164.960,199.0,7747.2
165.000,198.0,7749.4
165.040,198.0,7751.6
165.080,198.0,7753.8
165.120,197.0,7756.0
165.160,197.0,7758.2
165.200,196.0,7760.4
165.240,196.0,7762.6
165.280,196.0,7764.7
165.320,197.0,7766.9
165.360,197.0,7769.1
165.400,197.0,7771.3
165.440,197.0,7773.5
165.480,197.0,7775.7
165.520,196.0,7777.9
165.560,196.0,7780.0
165.600,195.0,7782.2
165.640,195.0,7784.4
165.680,195.0,7786.5
165.720,194.0,7788.7
165.760,194.0,7790.9
165.800,192.0,7793.0
165.840,192.0,7795.1
165.880,192.0,7797.3
165.920,190.0,7799.4
165.960,190.0,7801.5
166.000,188.0,7803.6
166.040,188.0,7805.7
166.080,188.0,7807.8
166.120,186.0,7809.9
166.160,186.0,7811.9
166.200,184.0,7814.0
166.240,184.0,7816.0
166.280,184.0,7818.1
166.320,180.0,7820.1
166.360,180.0,7822.1
166.400,177.0,7824.1
166.440,177.0,7826.0
166.480,177.0,7828.0
166.520,174.0,7830.0
166.560,174.0,7831.9
166.600,171.0,7833.8
166.640,171.0,7835.7
166.680,171.0,7837.6
166.720,167.0,7839.5
166.760,167.0,7841.3
166.800,164.0,7843.2
166.840,164.0,7845.0
166.880,164.0,7846.8
166.920,160.0,7848.6
166.960,160.0,7850.4
167.000,156.0,7852.2
167.040,156.0,7853.9
167.080,156.0,7855.6
167.120,154.0,7857.3
167.160,154.0,7859.1
167.200,151.0,7860.7
167.240,151.0,7862.4
167.280,151.0,7864.1
167.320,148.0,7865.8
167.360,148.0,7867.4
167.400,144.0,7869.0
167.440,144.0,7870.6
167.480,144.0,7872.2
167.520,141.0,7873.8
167.560,141.0,7875.4
167.600,136.0,7876.9
167.640,136.0,7878.4
167.680,136.0,7879.9
167.720,132.0,7881.4
167.760,132.0,7882.9
167.800,130.0,7884.4
167.840,130.0,7885.8
167.880,130.0,7887.2
167.920,127.0,7888.7
167.960,127.0,7890.1
168.000,126.0,7891.5
168.040,126.0,7892.9
168.080,126.0,7894.3
168.120,124.0,7895.7
168.160,124.0,7897.1
168.200,122.0,7898.4
168.240,122.0,7899.8
168.280,122.0,7901.1
168.320,120.0,7902.5
168.360,120.0,7903.8
168.400,119.0,7905.1
168.440,119.0,7906.5
168.480,119.0,7907.8
168.520,118.0,7909.1
168.560,118.0,7910.4
168.600,116.0,7911.7
168.640,116.0,7913.0
168.680,116.0,7914.3
168.720,115.0,7915.6
168.760,115.0,7916.8
168.800,113.0,7918.1
168.840,113.0,7919.4
168.880,113.0,7920.6
168.920,112.0,7921.9
168.960,112.0,7923.1
169.000,111.0,7924.4
169.040,111.0,7925.6
169.080,111.0,7926.8
169.120,110.0,7928.1
169.160,110.0,7929.3
169.200,110.0,7930.5
169.240,110.0,7931.7
169.280,110.0,7932.9
169.320,109.0,7934.2
169.360,109.0,7935.4
169.400,109.0,7936.6
169.440,109.0,7937.8
169.480,109.0,7939.0
169.520,109.0,7940.2
169.560,109.0,7941.4
169.600,109.0,7942.6
169.640,109.0,7943.8
169.680,109.0,7945.1
169.720,109.0,7946.3
169.760,109.0,7947.5
169.800,110.0,7948.7
169.840,110.0,7949.9
169.880,110.0,7951.1
169.920,111.0,7952.4
169.960,111.0,7953.6
170.000,112.0,7954.8
170.040,112.0,7956.1
170.080,112.0,7957.3
170.120,112.0,7958.6
170.160,112.0,7959.8
170.200,113.0,7961.1
170.240,113.0,7962.3
170.280,113.0,7963.6
170.320,114.0,7964.8
170.360,114.0,7966.1
170.400,114.0,7967.4
170.440,114.0,7968.6
170.480,114.0,7969.9
170.520,115.0,7971.2
170.560,115.0,7972.5
170.600,115.0,7973.7
170.640,115.0,7975.0
170.680,115.0,7976.3
170.720,116.0,7977.6
170.760,116.0,7978.9
170.800,117.0,7980.2
170.840,117.0,7981.5
170.880,117.0,7982.8
170.920,118.0,7984.1
170.960,118.0,7985.4
171.000,120.0,7986.7
171.040,120.0,7988.0
171.080,120.0,7989.4
171.120,122.0,7990.7
171.160,122.0,7992.1
171.200,123.0,7993.4
171.240,123.0,7994.8
171.280,123.0,7996.2
171.320,125.0,7997.5
171.360,125.0,7998.9
171.400,125.0,8000.3
171.440,125.0,8001.7
171.480,125.0,8003.1
171.520,127.0,8004.5
171.560,127.0,8005.9
171.600,128.0,8007.3
171.640,128.0,8008.7
171.680,128.0,8010.2
171.720,130.0,8011.6
171.760,130.0,8013.0
171.800,131.0,8014.5
171.840,131.0,8015.9
171.880,131.0,8017.4
171.920,133.0,8018.9
171.960,133.0,8020.3
172.000,134.0,8021.8
172.040,134.0,8023.3
172.080,134.0,8024.8
172.120,137.0,8026.3
172.160,137.0,8027.8
172.200,139.0,8029.4
172.240,139.0,8030.9
172.280,139.0,8032.5
172.320,140.0,8034.0
172.360,140.0,8035.6
172.400,142.0,8037.1
172.440,142.0,8038.7
172.480,142.0,8040.3
172.520,144.0,8041.9
172.560,144.0,8043.5
172.600,146.0,8045.1
172.640,146.0,8046.7
172.680,146.0,8048.3
172.720,148.0,8050.0
172.760,148.0,8051.6
172.800,149.0,8053.3
172.840,149.0,8054.9
172.880,149.0,8056.6
172.920,151.0,8058.2
172.960,151.0,8059.9
173.000,154.0,8061.6
173.040,154.0,8063.3
173.080,154.0,8065.0
173.120,157.0,8066.8
173.160,157.0,8068.5
173.200,158.0,8070.3
173.240,158.0,8072.0
173.280,158.0,8073.8
173.320,158.0,8075.5
173.360,158.0,8077.3
173.400,155.0,8079.0
173.440,155.0,8080.7
173.480,155.0,8082.5
173.520,152.0,8084.2
173.560,152.0,8085.9
173.600,149.0,8087.5
173.640,149.0,8089.2
173.680,149.0,8090.8
173.720,144.0,8092.5
173.760,144.0,8094.1
173.800,140.0,8095.6
173.840,140.0,8097.2
173.880,140.0,8098.8
173.920,137.0,8100.3
173.960,137.0,8101.8
174.000,133.0,8103.3
174.040,133.0,8104.8
174.080,133.0,8106.3
174.120,129.0,8107.7
174.160,129.0,8109.2
174.200,128.0,8110.6
174.240,128.0,8112.0
174.280,128.0,8113.4
174.320,125.0,8114.8
174.360,125.0,8116.2
174.400,123.0,8117.6
174.440,123.0,8119.0
174.480,123.0,8120.3
174.520,120.0,8121.7
174.560,120.0,8123.0
174.600,118.0,8124.3
174.640,118.0,8125.7
174.680,118.0,8127.0
174.720,117.0,8128.3
174.760,117.0,8129.6
174.800,116.0,8130.9
174.840,116.0,8132.2
174.880,116.0,8133.4
174.920,114.0,8134.7
174.960,114.0,8136.0
175.000,113.0,8137.2
175.040,113.0,8138.5
175.080,113.0,8139.8
175.120,111.0,8141.0
175.160,111.0,8142.2
175.200,110.0,8143.5
175.240,110.0,8144.7
175.280,110.0,8145.9
175.320,110.0,8147.1
175.360,110.0,8148.4
175.400,109.0,8149.6
175.440,109.0,8150.8
175.480,109.0,8152.0
175.520,109.0,8153.2
175.560,109.0,8154.4
175.600,109.0,8155.6
175.640,109.0,8156.8
175.680,109.0,8158.0
175.720,109.0,8159.3
175.760,109.0,8160.5
175.800,110.0,8161.7
175.840,110.0,8162.9
175.880,110.0,8164.1
175.920,111.0,8165.4
175.960,111.0,8166.6
176.000,112.0,8167.8
176.040,112.0,8169.1
176.080,112.0,8170.3
176.120,113.0,8171.6
176.160,113.0,8172.8
176.200,115.0,8174.1
176.240,115.0,8175.4
176.280,115.0,8176.6
176.320,115.0,8177.9
176.360,115.0,8179.2
176.400,116.0,8180.5
176.440,116.0,8181.8
176.480,116.0,8183.1
176.520,118.0,8184.4
176.560,118.0,8185.7
176.600,119.0,8187.0
176.640,119.0,8188.3
176.680,119.0,8189.6
176.720,120.0,8191.0
176.760,120.0,8192.3
176.800,122.0,8193.6
176.840,122.0,8195.0
176.880,122.0,8196.4
176.920,122.0,8197.7
176.960,122.0,8199.1
177.000,123.0,8200.4
177.040,123.0,8201.8
177.080,123.0,8203.2
177.120,125.0,8204.5
177.160,125.0,8205.9
177.200,127.0,8207.3
177.240,127.0,8208.7
177.280,127.0,8210.1
177.320,130.0,8211.6
177.360,130.0,8213.0
177.400,132.0,8214.5
177.440,132.0,8215.9
177.480,132.0,8217.4
177.520,134.0,8218.9
177.560,134.0,8220.4
177.600,137.0,8221.9
177.640,137.0,8223.4
177.680,137.0,8224.9
177.720,140.0,8226.5
177.760,140.0,8228.0
177.800,143.0,8229.6
177.840,143.0,8231.2
177.880,143.0,8232.8
177.920,145.0,8234.4
177.960,145.0,8236.0
178.000,149.0,8237.6
178.040,149.0,8239.3
178.080,149.0,8240.9
178.120,151.0,8242.6
178.160,151.0,8244.3
178.200,154.0,8246.0
178.240,154.0,8247.7
178.280,154.0,8249.4
178.320,156.0,8251.1
178.360,156.0,8252.8
178.400,158.0,8254.6
178.440,158.0,8256.3
178.480,158.0,8258.1
178.520,161.0,8259.9
178.560,161.0,8261.7
178.600,164.0,8263.5
178.640,164.0,8265.3
178.680,164.0,8267.1
178.720,167.0,8268.9
178.760,167.0,8270.8
178.800,169.0,8272.7
178.840,169.0,8274.5
178.880,169.0,8276.4
178.920,171.0,8278.3
178.960,171.0,8280.2
179.000,174.0,8282.1
179.040,174.0,8284.1
179.080,174.0,8286.0
179.120,176.0,8287.9
179.160,176.0,8289.9
179.200,178.0,8291.9
179.240,178.0,8293.8
179.280,178.0,8295.8
179.320,180.0,8297.8
179.360,180.0,8299.8
179.400,182.0,8301.8
179.440,182.0,8303.8
179.480,182.0,8305.9
179.520,184.0,8307.9
179.560,184.0,8309.9
179.600,187.0,8312.0
179.640,187.0,8314.1
179.680,187.0,8316.2
179.720,189.0,8318.2
179.760,189.0,8320.3
179.800,191.0,8322.5
179.840,191.0,8324.6
179.880,191.0,8326.7
179.920,192.0,8328.8
179.960,192.0,8331.0
180.000,195.0,8333.1
180.040,195.0,8335.3
180.080,195.0,8337.4
180.120,197.0,8339.6
180.160,197.0,8341.8
180.200,199.0,8344.0
180.240,199.0,8346.2
180.280,199.0,8348.4
180.320,201.0,8350.7
180.360,201.0,8352.9
180.400,205.0,8355.1
180.440,205.0,8357.4
180.480,205.0,8359.7
180.520,206.0,8362.0
180.560,206.0,8364.3
180.600,209.0,8366.6
180.640,209.0,8368.9
180.680,209.0,8371.2
180.720,211.0,8373.6
180.760,211.0,8375.9
180.800,213.0,8378.3
180.840,213.0,8380.6
180.880,213.0,8383.0
180.920,215.0,8385.4
180.960,215.0,8387.8
181.000,217.0,8390.2
181.040,217.0,8392.6
181.080,217.0,8395.0
181.120,218.0,8397.4
181.160,218.0,8399.8
181.200,220.0,8402.3
181.240,220.0,8404.7
181.280,220.0,8407.1
181.400,224.0,8414.5
181.440,224.0,8417.0
181.480,224.0,8419.5
181.520,225.0,8422.0
181.560,225.0,8424.5
181.800,230.0,8439.7
181.840,230.0,8442.2
181.880,230.0,8444.8
181.920,230.0,8447.3
181.960,230.0,8449.9
182.000,231.0,8452.5
182.040,231.0,8455.0
182.080,231.0,8457.6
182.120,234.0,8460.2
182.160,234.0,8462.8
182.200,236.0,8465.4
182.240,236.0,8468.0
182.280,236.0,8470.6
182.320,237.0,8473.3
182.360,237.0,8475.9
182.400,239.0,8478.5
182.440,239.0,8481.2
182.480,239.0,8483.9
182.520,240.0,8486.5
182.560,240.0,8489.2
182.600,242.0,8491.9
182.640,242.0,8494.5
182.680,242.0,8497.2
182.720,242.0,8499.9
182.760,242.0,8502.6
182.800,241.0,8505.3
182.840,241.0,8508.0
182.880,241.0,8510.7
182.920,241.0,8513.3
182.960,241.0,8516.0
183.000,241.0,8518.7
183.040,241.0,8521.4
183.080,241.0,8524.0
183.120,240.0,8526.7
183.160,240.0,8529.4
183.200,239.0,8532.0
183.240,239.0,8534.7
183.280,239.0,8537.4
183.320,238.0,8540.0
183.360,238.0,8542.6
183.400,238.0,8545.3
183.440,238.0,8547.9
183.480,238.0,8550.6
183.520,237.0,8553.2
183.560,237.0,8555.9
183.600,237.0,8558.5
183.640,237.0,8561.1
183.680,237.0,8563.8
183.720,236.0,8566.4
183.760,236.0,8569.0
183.800,234.0,8571.6
183.840,234.0,8574.2
183.880,234.0,8576.8
183.920,233.0,8579.4
184.000,231.0,8584.6
184.040,231.0,8587.1
184.080,231.0,8589.7
184.120,230.0,8592.3
184.160,230.0,8594.8
184.200,228.0,8597.4
184.240,228.0,8599.9
184.280,228.0,8602.4
184.320,227.0,8605.0
184.360,227.0,8607.5
184.400,225.0,8610.0
184.440,225.0,8612.5
184.480,225.0,8615.0
184.520,223.0,8617.5
184.560,223.0,8620.0
184.640,221.0,8624.9
184.720,220.0,8629.8
184.760,220.0,8632.2
184.800,219.0,8634.7
184.840,219.0,8637.1
184.880,219.0,8639.5
184.920,218.0,8642.0
184.960,218.0,8644.4
185.000,217.0,8646.8
185.040,217.0,8649.2
185.080,217.0,8651.6
185.120,217.0,8654.0
185.160,217.0,8656.4
185.200,216.0,8658.9
185.240,216.0,8661.3
185.280,216.0,8663.7
185.320,216.0,8666.1
185.360,216.0,8668.5
185.400,216.0,8670.9
185.440,216.0,8673.3
185.480,216.0,8675.7
185.520,215.0,8678.0
185.560,215.0,8680.4
185.600,216.0,8682.8
185.640,216.0,8685.2
185.680,216.0,8687.6
185.720,217.0,8690.0
185.760,217.0,8692.4
185.800,216.0,8694.9
185.840,216.0,8697.3
185.880,216.0,8699.7
185.920,216.0,8702.1
185.960,216.0,8704.5
186.000,217.0,8706.9
186.040,217.0,8709.3
186.080,217.0,8711.7
186.120,216.0,8714.1
186.160,216.0,8716.5
186.200,217.0,8718.9
186.240,217.0,8721.3
186.280,217.0,8723.7
186.320,217.0,8726.1
186.360,217.0,8728.5
186.400,218.0,8731.0
186.440,218.0,8733.4
186.480,218.0,8735.8
186.520,218.0,8738.2
186.560,218.0,8740.6
186.600,218.0,8743.1
186.640,218.0,8745.5
186.680,218.0,8747.9
186.720,219.0,8750.3
186.760,219.0,8752.8
186.800,218.0,8755.2
186.840,218.0,8757.6
186.880,218.0,8760.0
186.920,217.0,8762.5
186.960,217.0,8764.9
187.000,215.0,8767.3
187.040,215.0,8769.7
187.080,215.0,8772.0
187.120,212.0,8774.4
187.160,212.0,8776.8
187.200,207.0,8779.1
187.240,207.0,8781.4
187.280,207.0,8783.7
187.320,204.0,8786.0
187.360,204.0,8788.3
187.400,199.0,8790.5
187.440,199.0,8792.7
187.480,199.0,8794.9
187.520,196.0,8797.1
187.560,196.0,8799.3
187.600,192.0,8801.4
187.640,192.0,8803.6
187.680,192.0,8805.7
187.720,188.0,8807.8
187.760,188.0,8809.9
187.800,183.0,8812.0
187.840,183.0,8814.0
187.880,183.0,8816.0
187.920,178.0,8818.0
187.960,178.0,8820.0
188.000,176.0,8822.0
188.040,176.0,8823.9
188.080,176.0,8825.9
188.120,172.0,8827.8
188.160,172.0,8829.7
188.200,168.0,8831.6
188.240,168.0,8833.5
188.280,168.0,8835.4
188.320,164.0,8837.2
188.360,164.0,8839.0
188.400,160.0,8840.8
188.440,160.0,8842.6
188.480,160.0,8844.4
188.520,157.0,8846.1
188.560,157.0,8847.9
188.600,155.0,8849.6
188.640,155.0,8851.3
188.680,155.0,8853.1
188.720,152.0,8854.8
188.760,152.0,8856.5
188.800,148.0,8858.1
188.840,148.0,8859.8
188.880,148.0,8861.4
188.920,145.0,8863.0
188.960,145.0,8864.7
189.000,142.0,8866.3
189.040,142.0,8867.8
189.080,142.0,8869.4
189.120,139.0,8871.0
189.160,139.0,8872.5
189.200,136.0,8874.0
189.240,136.0,8875.6
189.280,136.0,8877.1
189.320,132.0,8878.6
189.360,132.0,8880.0
189.400,129.0,8881.5
189.440,129.0,8882.9
189.480,129.0,8884.3
189.520,127.0,8885.8
189.560,127.0,8887.2
189.600,126.0,8888.6
189.640,126.0,8890.0
189.680,126.0,8891.4
189.720,125.0,8892.8
189.760,125.0,8894.2
189.800,123.0,8895.5
189.840,123.0,8896.9
189.880,123.0,8898.3
189.920,119.0,8899.6
189.960,119.0,8900.9
190.000,117.0,8902.2
190.040,117.0,8903.5
190.080,117.0,8904.8
190.120,115.0,8906.1
190.160,115.0,8907.4
190.200,113.0,8908.7
190.240,113.0,8909.9
190.280,113.0,8911.2
190.320,113.0,8912.4
190.360,113.0,8913.7
190.400,112.0,8915.0
190.440,112.0,8916.2
190.480,112.0,8917.4
190.520,111.0,8918.7
190.560,111.0,8919.9
190.600,110.0,8921.1
190.640,110.0,8922.4
190.680,110.0,8923.6
190.720,110.0,8924.8
190.760,110.0,8926.0
190.800,109.0,8927.2
190.840,109.0,8928.5
190.880,109.0,8929.7
190.920,110.0,8930.9
190.960,110.0,8932.1
191.000,110.0,8933.3
191.040,110.0,8934.6
191.080,110.0,8935.8
191.120,111.0,8937.0
191.160,111.0,8938.2
191.200,110.0,8939.5
191.240,110.0,8940.7
191.280,110.0,8941.9
191.320,111.0,8943.1
191.360,111.0,8944.4
191.400,109.0,8945.6
191.440,109.0,8946.8
191.480,109.0,8948.0
191.520,109.0,8949.2
191.560,109.0,8950.4
191.600,108.0,8951.6
191.640,108.0,8952.8
191.680,108.0,8954.0
191.720,107.0,8955.2
191.760,107.0,8956.4
191.800,106.0,8957.6
191.840,106.0,8958.8
191.880,106.0,8960.0
191.920,104.0,8961.1
191.960,104.0,8962.3
192.000,104.0,8963.4
192.040,104.0,8964.6
192.080,104.0,8965.8
192.120,103.0,8966.9
192.160,103.0,8968.0
192.200,103.0,8969.2
192.240,103.0,8970.3
192.280,103.0,8971.5
